ID,TMC,Severity,Start_Time,End_Time,City,State,Timezone,Visibility(mi),Temperature(F),Humidity(%),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-24421,201,3,10/14/2016 12:41,10/14/2016 13:10,American Canyon,CA,US/Pacific,10,64,90,8.1,0.02,Overcast
A-24422,241,3,10/14/2016 12:42,10/14/2016 13:12,Fairfield,CA,US/Pacific,10,64,90,8.1,0.02,Overcast
A-24423,201,3,10/14/2016 12:41,10/14/2016 13:25,Rocklin,CA,US/Pacific,3,60.8,94,10.4,0.14,Overcast
A-24424,201,3,10/14/2016 12:38,10/14/2016 13:22,Auburn,CA,US/Pacific,1,57.2,100,6.9,0.1,Overcast
A-24425,201,2,10/14/2016 12:47,10/14/2016 13:32,Placerville,CA,US/Pacific,1.5,53.6,100,18.4,0.08,Mostly Cloudy
A-24426,201,2,10/14/2016 12:55,10/14/2016 13:40,Shingle Springs,CA,US/Pacific,1.5,53.6,100,18.4,0.08,Mostly Cloudy
A-24427,201,2,10/14/2016 13:06,10/14/2016 13:35,Lafayette,CA,US/Pacific,1.5,63,87,3.5,0.03,Rain
A-24428,201,3,10/14/2016 13:17,10/14/2016 13:47,Pinole,CA,US/Pacific,1.5,64,87,5.8,0.05,Light Rain
A-24434,247,3,10/14/2016 13:58,10/14/2016 14:28,Martinez,CA,US/Pacific,3,64.9,81,10.4,0,Light Rain
A-24435,247,3,10/14/2016 14:03,10/14/2016 14:33,Martinez,CA,US/Pacific,3,64.9,81,10.4,0,Light Rain
A-24440,201,2,10/14/2016 14:44,10/14/2016 15:29,Shingle Springs,CA,US/Pacific,1.5,53.6,100,18.4,0.07,Mostly Cloudy
A-24441,201,2,10/14/2016 14:44,10/14/2016 15:29,Placerville,CA,US/Pacific,1.5,53.6,100,18.4,0.07,Mostly Cloudy
A-24443,247,2,10/14/2016 14:57,10/14/2016 15:27,Orinda,CA,US/Pacific,6,64.9,78,6.9,0,Light Rain
A-24450,241,2,10/14/2016 15:12,10/14/2016 15:50,Orinda,CA,US/Pacific,8,64,80,4.6,0,Light Rain
A-24451,201,3,10/14/2016 15:13,10/14/2016 15:50,Benicia,CA,US/Pacific,8,64,80,4.6,0,Light Rain
A-24460,201,3,10/14/2016 15:42,10/14/2016 16:30,Walnut Creek,CA,US/Pacific,2,64,80,8.1,0.03,Rain
A-24462,201,3,10/14/2016 15:38,10/14/2016 16:05,Sacramento,CA,US/Pacific,1.5,62.1,96,6.9,0.04,Rain
A-24467,241,2,10/14/2016 15:49,10/14/2016 16:30,Vallejo,CA,US/Pacific,10,64,90,10.4,0.02,Overcast
A-24468,201,2,10/14/2016 15:47,10/14/2016 16:30,Vallejo,CA,US/Pacific,10,64,90,10.4,0.02,Overcast
A-24469,201,2,10/14/2016 15:55,10/14/2016 16:30,Martinez,CA,US/Pacific,2,64,80,8.1,0.03,Rain
A-24470,201,2,10/14/2016 15:55,10/14/2016 16:30,Pittsburg,CA,US/Pacific,2,64,80,8.1,0.03,Rain
A-24471,201,3,10/14/2016 15:54,10/14/2016 16:22,Sacramento,CA,US/Pacific,2,62.1,96,5.8,0.09,Light Rain
A-24472,201,3,10/14/2016 15:51,10/14/2016 16:20,Elk Grove,CA,US/Pacific,2,62.1,96,5.8,0.09,Light Rain
A-24474,201,2,10/14/2016 15:59,10/14/2016 16:30,Rodeo,CA,US/Pacific,2,64,80,8.1,0.03,Rain
A-24476,201,2,10/14/2016 15:58,10/14/2016 16:30,San Ramon,CA,US/Pacific,2,64,90,11.5,0,Light Rain
A-24480,201,3,10/14/2016 16:00,10/14/2016 16:27,Auburn,CA,US/Pacific,1,57.2,100,10.4,0.16,Overcast
A-24486,241,2,10/14/2016 16:25,10/14/2016 17:00,Orinda,CA,US/Pacific,7,64,80,5.8,0.01,Light Rain
A-24487,201,2,10/14/2016 16:22,10/14/2016 17:00,San Leandro,CA,US/Pacific,1,63,87,9.2,0.14,Light Rain
A-24488,241,3,10/14/2016 16:21,10/14/2016 17:00,Castro Valley,CA,US/Pacific,1,63,87,9.2,0.14,Light Rain
A-24490,241,3,10/14/2016 16:23,10/14/2016 17:00,Livermore,CA,US/Pacific,2,63,90,10.4,0.01,Rain
A-24491,201,3,10/14/2016 16:26,10/14/2016 16:52,Sacramento,CA,US/Pacific,1.8,62.1,96,6.9,0.05,Rain
A-24492,201,3,10/14/2016 16:22,10/14/2016 16:49,Sacramento,CA,US/Pacific,1.8,62.1,96,6.9,0.05,Rain
A-24494,201,3,10/14/2016 16:27,10/14/2016 16:56,Sacramento,CA,US/Pacific,1.8,62.1,96,6.9,0.05,Rain
A-24517,201,3,10/14/2016 17:55,10/14/2016 18:30,San Lorenzo,CA,US/Pacific,10,63,84,5.8,0,Overcast
A-24522,201,3,10/14/2016 17:50,10/14/2016 18:30,Pleasanton,CA,US/Pacific,2,61,93,11.5,0.05,Overcast
A-24523,201,2,10/14/2016 17:48,10/14/2016 18:30,Sunol,CA,US/Pacific,2,61,93,11.5,0.05,Overcast
A-24526,201,2,10/14/2016 18:04,10/14/2016 18:50,Castro Valley,CA,US/Pacific,10,63,84,5.8,0,Overcast
A-24530,201,2,10/14/2016 18:06,10/14/2016 18:50,Hayward,CA,US/Pacific,10,63,84,5.8,0,Overcast
A-24533,201,2,10/14/2016 18:14,10/14/2016 18:50,Soquel,CA,US/Pacific,4,63,97,10.4,0,Light Rain
A-24534,201,2,10/14/2016 18:13,10/14/2016 18:43,Sacramento,CA,US/Pacific,10,62.1,93,5.8,0,Overcast
A-24535,201,3,10/14/2016 18:53,10/14/2016 19:19,Auburn,CA,US/Pacific,2.5,57.2,94,6.9,0.01,Overcast
A-24541,201,2,10/14/2016 19:01,10/14/2016 19:30,Mountain View,CA,US/Pacific,10,64,90,3.5,0.01,Overcast
A-24546,201,3,10/14/2016 18:57,10/14/2016 19:30,Dublin,CA,US/Pacific,9,61,93,6.9,0.01,Overcast
A-24572,201,2,10/14/2016 19:34,10/14/2016 20:10,Watsonville,CA,US/Pacific,10,62.6,100,10.4,0,Overcast
A-24576,201,2,10/14/2016 19:35,10/14/2016 20:10,Gonzales,CA,US/Pacific,10,66.9,81,10.4,0,Light Rain
A-24577,201,2,10/14/2016 19:42,10/14/2016 20:30,Seaside,CA,US/Pacific,7,66,87,10.4,0,Light Rain
A-24578,201,3,10/14/2016 19:47,10/14/2016 20:14,Lodi,CA,US/Pacific,3,62.6,94,5.8,0.06,Light Rain
A-24597,201,2,10/14/2016 20:27,10/14/2016 21:00,Castroville,CA,US/Pacific,10,66,87,5.8,0,Overcast
A-24609,201,2,10/14/2016 21:23,10/14/2016 22:00,Castroville,CA,US/Pacific,10,66,87,8.1,0,Overcast
A-24622,201,2,10/14/2016 22:08,10/14/2016 22:50,Salinas,CA,US/Pacific,10,66,87,8.1,0,Overcast
A-24625,201,2,10/14/2016 22:13,10/14/2016 22:50,Watsonville,CA,US/Pacific,9,62.1,100,9.2,0,Light Rain
A-24628,201,2,10/14/2016 22:20,10/14/2016 23:00,Royal Oaks,CA,US/Pacific,10,62.1,100,9.2,0,Overcast
A-24629,201,2,10/14/2016 22:20,10/14/2016 23:00,Salinas,CA,US/Pacific,10,66,87,8.1,0,Overcast
A-24644,201,2,10/15/2016 0:54,10/15/2016 1:39,Placerville,CA,US/Pacific,0.5,53.6,100,4.6,0.02,Overcast
A-24710,201,2,10/15/2016 14:55,10/15/2016 15:24,San Jose,CA,US/Pacific,10,72,57,12.7,0,Mostly Cloudy
A-24720,201,3,10/15/2016 16:52,10/15/2016 17:22,Livermore,CA,US/Pacific,7,69.1,65,15,0,Overcast
A-24722,201,2,10/15/2016 18:10,10/15/2016 18:40,Sacramento,CA,US/Pacific,6,66,73,11.5,0.01,Rain
A-24724,229,2,10/15/2016 18:37,10/15/2016 19:07,Elk Grove,CA,US/Pacific,5,63,90,11.5,0.09,Rain
A-24725,222,2,10/15/2016 19:04,10/15/2016 19:34,Martinez,CA,US/Pacific,2,62.1,78,17.3,0.03,Rain
A-24726,241,3,10/15/2016 19:05,10/15/2016 19:34,Hayward,CA,US/Pacific,2,64,84,12.7,0.07,Heavy Rain
A-24729,201,2,10/15/2016 19:32,10/15/2016 20:02,Sacramento,CA,US/Pacific,10,59,83,10.4,0.07,Light Rain
A-24730,201,2,10/15/2016 19:30,10/15/2016 20:00,Grass Valley,CA,US/Pacific,10,51.8,4,11.5,0.03,Overcast
A-24731,201,2,10/15/2016 19:47,10/15/2016 20:17,Grass Valley,CA,US/Pacific,10,51.8,4,11.5,0.19,Overcast
A-24754,201,2,10/16/2016 2:02,10/16/2016 3:02,San Lorenzo,CA,US/Pacific,10,64,84,5.8,0,Overcast
A-24756,201,2,10/16/2016 2:18,10/16/2016 2:47,Sunnyvale,CA,US/Pacific,5,63,97,3.5,0.01,Light Rain
A-24757,201,3,10/16/2016 2:19,10/16/2016 2:48,Cupertino,CA,US/Pacific,5,63,97,3.5,0.01,Light Rain
A-24762,201,2,10/16/2016 3:16,10/16/2016 4:01,San Jose,CA,US/Pacific,10,64,87,10.4,0,Light Rain
A-24763,201,3,10/16/2016 3:17,10/16/2016 3:47,San Jose,CA,US/Pacific,10,64,87,10.4,0,Light Rain
A-24764,201,3,10/16/2016 3:59,10/16/2016 4:29,Union City,CA,US/Pacific,6,63,87,3.5,0,Overcast
A-24768,201,2,10/16/2016 4:18,10/16/2016 4:48,Los Gatos,CA,US/Pacific,10,63,87,11.5,0,Mostly Cloudy
A-24782,201,3,10/16/2016 6:50,10/16/2016 7:20,San Jose,CA,US/Pacific,10,63,90,11.5,0,Overcast
A-24785,201,2,10/16/2016 7:43,10/16/2016 8:13,Lodi,CA,US/Pacific,7,63,90,10.4,0,Light Rain
A-24791,201,2,10/16/2016 8:40,10/16/2016 9:09,Hollister,CA,US/Pacific,7,62.6,100,3.5,0.02,Overcast
A-24792,201,2,10/16/2016 8:53,10/16/2016 9:23,Hollister,CA,US/Pacific,7,62.6,100,3.5,0.02,Overcast
A-24793,201,3,10/16/2016 9:02,10/16/2016 9:47,Sacramento,CA,US/Pacific,2.5,61,97,4.6,0.01,Light Rain
A-24797,201,3,10/16/2016 9:44,10/16/2016 10:14,Union City,CA,US/Pacific,4,64,84,9.2,0,Haze
A-24798,241,2,10/16/2016 10:06,10/16/2016 10:35,Los Gatos,CA,US/Pacific,7,64,90,10.4,0.04,Light Rain
A-24801,201,2,10/16/2016 10:31,10/16/2016 11:01,Salinas,CA,US/Pacific,10,66.9,76,19.6,0,Overcast
A-24805,201,2,10/16/2016 10:46,10/16/2016 11:15,Manteca,CA,US/Pacific,6,63,93,16.1,0.04,Light Rain
A-24806,201,3,10/16/2016 10:57,10/16/2016 11:26,Vacaville,CA,US/Pacific,10,64,80,9.2,0,Light Rain
A-24808,201,2,10/16/2016 11:15,10/16/2016 11:44,Stockton,CA,US/Pacific,1.8,64,93,15,0.04,Rain
A-24809,201,2,10/16/2016 11:14,10/16/2016 11:43,Stockton,CA,US/Pacific,10,64,90,18.4,0.04,Light Rain
A-24810,201,2,10/16/2016 11:15,10/16/2016 11:45,Lodi,CA,US/Pacific,1.8,64,93,15,0.04,Rain
A-24813,229,3,10/16/2016 11:23,10/16/2016 12:08,Sacramento,CA,US/Pacific,1.8,63,93,6.9,0.03,Heavy Rain
A-24814,201,3,10/16/2016 11:36,10/16/2016 12:08,Half Moon Bay,CA,US/Pacific,0.8,59,100,11.5,0.14,Light Rain
A-24815,201,2,10/16/2016 12:07,10/16/2016 12:52,Los Gatos,CA,US/Pacific,5,66,90,15,0.02,Light Rain
A-24817,201,2,10/16/2016 12:16,10/16/2016 13:01,Castroville,CA,US/Pacific,10,70,76,4.6,0,Overcast
A-24818,201,3,10/16/2016 12:14,10/16/2016 12:59,Sacramento,CA,US/Pacific,1,62.1,93,5.8,0.08,Heavy Rain
A-24820,201,3,10/16/2016 12:15,10/16/2016 12:59,Applegate,CA,US/Pacific,0.8,57.2,100,8.1,0.21,Overcast
A-24821,201,3,10/16/2016 12:33,10/16/2016 13:18,Pleasanton,CA,US/Pacific,1,64.9,84,17.3,0.11,Rain
A-24823,201,3,10/16/2016 12:33,10/16/2016 13:17,Pleasanton,CA,US/Pacific,1,64.9,84,17.3,0.11,Rain
A-24825,201,2,10/16/2016 12:30,10/16/2016 13:15,Auburn,CA,US/Pacific,0.8,57.2,100,16.1,0.55,Overcast
A-24826,201,2,10/16/2016 12:37,10/16/2016 13:07,Linden,CA,US/Pacific,3,64.9,93,19.6,0.1,Light Rain
A-24827,201,2,10/16/2016 12:47,10/16/2016 13:31,Hayward,CA,US/Pacific,1.2,64,87,5.8,0.21,Light Rain
A-24828,201,3,10/16/2016 12:45,10/16/2016 13:30,Sunol,CA,US/Pacific,1,64.9,84,17.3,0.11,Rain
A-24829,201,2,10/16/2016 12:38,10/16/2016 13:07,Mokelumne Hill,CA,US/Pacific,1.5,57.2,100,9.2,0.05,Mostly Cloudy
A-24830,201,2,10/16/2016 12:52,10/16/2016 13:28,Burlingame,CA,US/Pacific,2,64,90,5.8,0.21,Rain
A-24831,241,3,10/16/2016 12:57,10/16/2016 13:42,Pleasanton,CA,US/Pacific,2,64.9,84,17.3,0.02,Rain
A-24832,201,3,10/16/2016 12:47,10/16/2016 13:32,Livermore,CA,US/Pacific,1,64.9,84,17.3,0.11,Rain
A-24835,241,3,10/16/2016 13:02,10/16/2016 13:47,Tracy,CA,US/Pacific,2,64.9,84,17.3,0.02,Rain
A-24836,203,3,10/16/2016 13:05,10/16/2016 13:35,Sacramento,CA,US/Pacific,1,61,93,9.2,0.07,Heavy Rain
A-24839,201,3,10/16/2016 13:13,10/16/2016 13:57,San Jose,CA,US/Pacific,8,66.9,81,16.1,0.02,Light Rain
A-24841,201,2,10/16/2016 13:10,10/16/2016 13:55,Shingle Springs,CA,US/Pacific,0.2,55.4,100,18.4,0.08,Overcast
A-24842,201,2,10/16/2016 13:29,10/16/2016 13:58,Stockton,CA,US/Pacific,3,66.9,84,18.4,0,Light Rain
A-24843,201,2,10/16/2016 13:27,10/16/2016 13:57,San Andreas,CA,US/Pacific,2,57.2,100,11.5,0.02,Scattered Clouds
A-24844,201,3,10/16/2016 13:38,10/16/2016 14:22,Half Moon Bay,CA,US/Pacific,0.5,59,100,5.8,0.03,Light Rain
A-24845,201,3,10/16/2016 13:32,10/16/2016 14:16,Half Moon Bay,CA,US/Pacific,0.5,59,100,5.8,0.03,Light Rain
A-24846,201,3,10/16/2016 13:33,10/16/2016 14:18,Burlingame,CA,US/Pacific,4,63,90,11.5,0.11,Light Rain
A-24847,201,3,10/16/2016 13:38,10/16/2016 14:23,Castro Valley,CA,US/Pacific,1.2,64,87,9.2,0.23,Heavy Rain
A-24851,201,3,10/16/2016 13:50,10/16/2016 14:35,San Ramon,CA,US/Pacific,2,64.9,87,17.3,0.17,Rain
A-24855,201,3,10/16/2016 13:55,10/16/2016 14:39,Castro Valley,CA,US/Pacific,1.8,63,87,9.2,0.27,Light Rain
A-24856,201,3,10/16/2016 13:59,10/16/2016 14:44,Davis,CA,US/Pacific,2.5,59,88,13.8,0.08,Mostly Cloudy
A-24857,201,3,10/16/2016 13:57,10/16/2016 14:42,Davis,CA,US/Pacific,2.5,59,88,13.8,0.08,Mostly Cloudy
A-24859,241,3,10/16/2016 14:24,10/16/2016 15:08,Daly City,CA,US/Pacific,4,64,87,6.9,0.12,Light Rain
A-24860,201,3,10/16/2016 14:20,10/16/2016 15:04,South San Francisco,CA,US/Pacific,4,64,87,6.9,0.12,Light Rain
A-24864,201,2,10/16/2016 14:28,10/16/2016 15:10,Lodi,CA,US/Pacific,4,68,84,17.3,0.01,Light Rain
A-24866,201,3,10/16/2016 14:46,10/16/2016 15:31,San Francisco,CA,US/Pacific,4,64.9,81,17.3,0,Haze
A-24868,248,3,10/16/2016 14:52,10/16/2016 15:37,Concord,CA,US/Pacific,4,63,84,8.1,0.02,Light Rain
A-24869,201,2,10/16/2016 14:59,10/16/2016 15:50,Sacramento,CA,US/Pacific,8,59,93,6.9,0.12,Light Rain
A-24871,201,2,10/16/2016 14:58,10/16/2016 15:50,Auburn,CA,US/Pacific,1.2,55.4,94,11.5,0.43,Overcast
A-24873,201,3,10/16/2016 15:01,10/16/2016 16:00,Sacramento,CA,US/Pacific,8,59,93,6.9,0.12,Light Rain
A-24874,201,3,10/16/2016 15:06,10/16/2016 16:00,Sacramento,CA,US/Pacific,8,59,93,6.9,0.12,Light Rain
A-24875,201,2,10/16/2016 15:02,10/16/2016 16:00,Sacramento,CA,US/Pacific,8,59,93,6.9,0.12,Light Rain
A-24876,201,2,10/16/2016 15:01,10/16/2016 16:00,Sacramento,CA,US/Pacific,8,59,93,6.9,0.12,Light Rain
A-24879,201,2,10/16/2016 14:59,10/16/2016 15:50,Auburn,CA,US/Pacific,1.2,55.4,94,11.5,0.43,Overcast
A-24880,201,2,10/16/2016 15:01,10/16/2016 15:50,Rescue,CA,US/Pacific,0.2,55.4,100,17.3,0.47,Overcast
A-24881,201,2,10/16/2016 15:03,10/16/2016 16:00,Greenwood,CA,US/Pacific,1.2,55.4,94,11.5,0.43,Overcast
A-24886,201,3,10/16/2016 15:10,10/16/2016 15:54,Livermore,CA,US/Pacific,1,63,93,10.4,0.17,Heavy Rain
A-24887,201,2,10/16/2016 15:16,10/16/2016 16:10,Tracy,CA,US/Pacific,10,64.9,90,11.5,0,Light Rain
A-24888,201,3,10/16/2016 15:15,10/16/2016 16:10,Stockton,CA,US/Pacific,10,64.9,90,11.5,0,Light Rain
A-24889,201,2,10/16/2016 15:14,10/16/2016 16:10,Lathrop,CA,US/Pacific,10,64.9,90,11.5,0,Light Rain
A-24890,201,2,10/16/2016 15:15,10/16/2016 16:10,Stockton,CA,US/Pacific,10,64.9,90,11.5,0,Light Rain
A-24891,201,2,10/16/2016 15:19,10/16/2016 16:10,Stockton,CA,US/Pacific,10,64.9,90,11.5,0,Light Rain
A-24892,201,2,10/16/2016 15:19,10/16/2016 16:10,Linden,CA,US/Pacific,10,64.9,90,11.5,0,Light Rain
A-24895,201,2,10/16/2016 15:33,10/16/2016 16:17,Lafayette,CA,US/Pacific,3,64.9,75,16.1,0.01,Light Rain
A-24896,201,3,10/16/2016 15:32,10/16/2016 16:17,Martinez,CA,US/Pacific,3,64.9,75,16.1,0.01,Light Rain
A-24897,201,2,10/16/2016 15:36,10/16/2016 16:20,Antioch,CA,US/Pacific,3,64.9,75,16.1,0.01,Light Rain
A-24901,201,3,10/16/2016 15:58,10/16/2016 16:50,Sacramento,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24902,201,3,10/16/2016 15:58,10/16/2016 16:50,Sacramento,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24903,201,2,10/16/2016 15:55,10/16/2016 16:50,Sacramento,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24904,201,2,10/16/2016 15:52,10/16/2016 16:50,Sacramento,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24905,201,2,10/16/2016 15:51,10/16/2016 16:50,Sacramento,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24911,201,2,10/16/2016 15:51,10/16/2016 16:50,Galt,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24913,201,2,10/16/2016 16:03,10/16/2016 16:32,Concord,CA,US/Pacific,3,64.9,75,16.1,0.01,Light Rain
A-24914,201,3,10/16/2016 16:01,10/16/2016 16:46,Pleasanton,CA,US/Pacific,7,63,90,18.4,0,Overcast
A-24915,201,3,10/16/2016 16:02,10/16/2016 16:46,Pleasanton,CA,US/Pacific,7,63,90,18.4,0,Overcast
A-24916,201,3,10/16/2016 16:04,10/16/2016 16:49,Vacaville,CA,US/Pacific,10,62.1,90,12.7,0.04,Overcast
A-24917,201,2,10/16/2016 16:06,10/16/2016 16:36,Salinas,CA,US/Pacific,10,70,76,17.3,0,Scattered Clouds
A-24924,201,3,10/16/2016 16:20,10/16/2016 17:10,Newcastle,CA,US/Pacific,3,55.4,94,5.8,0.03,Mostly Cloudy
A-24925,201,2,10/16/2016 16:19,10/16/2016 17:10,Shingle Springs,CA,US/Pacific,0.2,50,100,10.4,0.35,Overcast
A-24926,201,3,10/16/2016 16:22,10/16/2016 17:10,Sacramento,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24927,201,2,10/16/2016 16:22,10/16/2016 17:10,Elk Grove,CA,US/Pacific,10,61,87,10.4,0.01,Overcast
A-24929,201,3,10/16/2016 16:31,10/16/2016 17:30,Stockton,CA,US/Pacific,10,64.9,90,8.1,0.03,Overcast
A-24930,201,2,10/16/2016 16:30,10/16/2016 17:30,Stockton,CA,US/Pacific,10,64.9,90,8.1,0.03,Overcast
A-24935,201,3,10/16/2016 17:11,10/16/2016 18:10,Sacramento,CA,US/Pacific,10,62.1,90,15,0,Overcast
A-24936,201,3,10/16/2016 17:12,10/16/2016 18:10,Sacramento,CA,US/Pacific,10,62.1,90,15,0,Overcast
A-24937,241,2,10/16/2016 17:15,10/16/2016 18:10,Sacramento,CA,US/Pacific,10,62.1,90,15,0,Overcast
A-24938,201,2,10/16/2016 17:16,10/16/2016 18:10,Elk Grove,CA,US/Pacific,10,62.1,90,15,0,Overcast
A-24944,201,2,10/16/2016 17:12,10/16/2016 18:10,Shingle Springs,CA,US/Pacific,0.2,51.8,100,13.8,0.06,Overcast
A-24947,201,2,10/16/2016 17:26,10/16/2016 18:10,Placerville,CA,US/Pacific,0.2,50,100,10.4,0.08,Overcast
A-24948,201,3,10/16/2016 17:45,10/16/2016 18:30,Lodi,CA,US/Pacific,10,63,87,17.3,0,Light Rain
A-24949,201,3,10/16/2016 17:44,10/16/2016 18:30,Stockton,CA,US/Pacific,10,63,87,17.3,0,Light Rain
A-24950,201,2,10/16/2016 17:45,10/16/2016 18:30,Stockton,CA,US/Pacific,10,63,87,17.3,0,Light Rain
A-24960,201,2,10/16/2016 19:16,10/16/2016 20:10,Lodi,CA,US/Pacific,10,63,78,20.7,0,Clear
A-24962,201,2,10/16/2016 19:15,10/16/2016 20:10,Stockton,CA,US/Pacific,10,63,78,20.7,0,Clear
A-24963,201,2,10/16/2016 19:13,10/16/2016 20:10,Stockton,CA,US/Pacific,10,63,78,20.7,0,Clear
A-24964,201,2,10/16/2016 19:14,10/16/2016 20:10,Stockton,CA,US/Pacific,10,63,78,20.7,0,Clear
A-24967,222,3,10/16/2016 20:03,10/16/2016 20:33,Tracy,CA,US/Pacific,10,62.1,72,12.7,0,Light Rain
A-24968,201,2,10/16/2016 20:22,10/16/2016 21:10,West Sacramento,CA,US/Pacific,10,61,83,11.5,0,Overcast
A-24969,201,2,10/16/2016 20:27,10/16/2016 21:10,West Sacramento,CA,US/Pacific,10,60.1,90,11.5,0.05,Overcast
A-24970,201,2,10/16/2016 20:25,10/16/2016 21:10,Sacramento,CA,US/Pacific,10,60.1,90,11.5,0.05,Overcast
A-24973,201,2,10/16/2016 20:28,10/16/2016 21:10,Shingle Springs,CA,US/Pacific,0.2,50,100,17.3,0.07,Overcast
A-24978,201,2,10/16/2016 20:31,10/16/2016 21:30,Auburn,CA,US/Pacific,3,55.4,100,12.7,0.05,Overcast
A-24983,201,2,10/16/2016 21:05,10/16/2016 22:00,Cameron Park,CA,US/Pacific,0.5,50,100,18.4,0.28,Overcast
A-24987,241,2,10/16/2016 21:42,10/16/2016 22:41,Placerville,CA,US/Pacific,0.2,50,100,19.6,0.11,Overcast
A-24992,201,3,10/16/2016 22:24,10/16/2016 22:53,Hayward,CA,US/Pacific,10,64,75,12.7,0,Light Rain
A-24994,201,2,10/16/2016 22:29,10/16/2016 22:59,Castro Valley,CA,US/Pacific,10,63,75,10.4,0,Mostly Cloudy
A-24995,201,2,10/16/2016 22:23,10/16/2016 22:53,Los Gatos,CA,US/Pacific,6,62.1,86,6.9,0.01,Light Rain
A-25007,241,2,10/17/2016 0:50,10/17/2016 1:20,San Jose,CA,US/Pacific,10,62.1,72,9.2,0,Overcast
A-25024,201,3,10/17/2016 4:31,10/17/2016 5:15,Pleasanton,CA,US/Pacific,10,57,87,4.6,0,Light Rain
A-25026,201,3,10/17/2016 6:00,10/17/2016 6:34,Livermore,CA,US/Pacific,9,57,87,4.6,0.01,Overcast
A-25905,203,2,8/5/2016 0:31,8/5/2016 1:01,San Francisco,CA,US/Pacific,10,60.1,86,11.5,0,Overcast
A-25910,201,2,8/5/2016 3:45,8/5/2016 4:15,Half Moon Bay,CA,US/Pacific,1.8,55.4,100,6.9,0.01,Overcast
A-26760,201,3,8/11/2016 10:59,8/11/2016 11:44,Tracy,CA,US/Pacific,10,78.1,45,5.8,0,Clear
A-27652,201,2,8/17/2016 12:59,8/17/2016 13:29,Stockton,CA,US/Pacific,10,91.9,25,3.5,0,Light Rain
A-27697,201,3,8/17/2016 20:46,8/17/2016 21:16,Walnut Creek,CA,US/Pacific,10,73.9,35,11.5,0,Clear
A-27936,201,2,8/19/2016 6:45,8/19/2016 7:23,Pittsburg,CA,US/Pacific,10,59,75,5.8,0,Clear
A-28068,201,2,8/20/2016 15:43,8/20/2016 16:28,Smartsville,CA,US/Pacific,10,93,26,4.6,0,Clear
A-28503,201,2,8/24/2016 9:08,8/24/2016 9:53,Santa Rosa,CA,US/Pacific,3,55,96,4.6,0,Light Rain
A-28505,201,2,8/24/2016 9:30,8/24/2016 10:15,Santa Rosa,CA,US/Pacific,10,55.9,90,3.5,0,Overcast
A-28506,201,2,8/24/2016 9:34,8/24/2016 10:19,Santa Rosa,CA,US/Pacific,10,55.9,90,3.5,0,Overcast
A-28781,201,2,8/26/2016 10:28,8/26/2016 11:13,Santa Cruz,CA,US/Pacific,10,60.1,96,5.8,0,Overcast
A-28782,241,2,8/26/2016 10:27,8/26/2016 11:12,Scotts Valley,CA,US/Pacific,10,60.1,96,5.8,0,Overcast
A-28795,201,2,8/26/2016 11:23,8/26/2016 12:08,Santa Cruz,CA,US/Pacific,6,60.1,96,5.8,0,Light Rain
A-28803,201,2,8/26/2016 11:40,8/26/2016 12:25,Santa Cruz,CA,US/Pacific,10,61,97,6.9,0,Overcast
A-28804,201,2,8/26/2016 11:39,8/26/2016 12:24,Aptos,CA,US/Pacific,10,61,97,6.9,0,Overcast
A-28807,201,2,8/26/2016 11:52,8/26/2016 12:37,Aptos,CA,US/Pacific,10,61,97,6.9,0,Overcast
A-28808,201,2,8/26/2016 11:52,8/26/2016 12:37,Aptos,CA,US/Pacific,10,61,97,6.9,0,Overcast
A-31839,201,2,3/28/2016 14:35,3/28/2016 15:05,Concord,CA,US/Pacific,10,60.1,38,8.1,0,Light Rain
A-31842,201,2,3/28/2016 15:17,3/28/2016 16:02,Pittsburg,CA,US/Pacific,10,60.1,38,8.1,0,Light Rain
A-31843,201,2,3/28/2016 15:12,3/28/2016 16:42,Auburn,CA,US/Pacific,9,46.4,71,4.6,0.01,Mostly Cloudy
A-31850,201,2,3/28/2016 15:59,3/28/2016 17:14,Stockton,CA,US/Pacific,10,63,30,20.7,0,Mostly Cloudy
A-31852,201,2,3/28/2016 16:42,3/28/2016 17:27,Santa Cruz,CA,US/Pacific,10,57.9,44,16.1,0,Clear
A-31853,201,2,3/28/2016 17:06,3/28/2016 17:54,Santa Rosa,CA,US/Pacific,10,55,51,13.8,0,Light Rain
A-31862,201,2,3/28/2016 18:24,3/28/2016 19:09,Santa Rosa,CA,US/Pacific,10,53.1,61,3.5,0,Scattered Clouds
A-31875,201,2,3/28/2016 19:20,3/28/2016 20:07,Aptos,CA,US/Pacific,10,54,57,4.6,0,Light Rain
A-31880,201,3,3/28/2016 19:27,3/28/2016 20:18,Livermore,CA,US/Pacific,10,51.1,68,4.6,0,Scattered Clouds
